       sample #	   MLII	     V1
              0	    849	    894
              1	    849	    894
              2	    849	    894
              3	    849	    894
              4	    849	    894
              5	    849	    894
              6	    849	    894
              7	    852	    894
              8	    854	    894
              9	    856	    891
             10	    856	    891
             11	    859	    892
             12	    858	    889
             13	    857	    888
             14	    855	    887
             15	    853	    888
             16	    854	    888
             17	    853	    889
             18	    854	    890
             19	    857	    892
             20	    859	    894
             21	    859	    894
             22	    856	    894
             23	    856	    890
             24	    859	    889
             25	    859	    888
             26	    858	    883
             27	    859	    885
             28	    857	    885
             29	    858	    889
             30	    857	    891
             31	    858	    893
             32	    860	    894
             33	    863	    892
             34	    863	    890
             35	    863	    890
             36	    862	    887
             37	    861	    887
             38	    860	    885
             39	    858	    884
             40	    858	    887
             41	    859	    887
             42	    856	    890
             43	    859	    891
             44	    864	    893
             45	    865	    892
             46	    865	    891
             47	    864	    889
             48	    863	    889
             49	    863	    888
             50	    863	    888
             51	    862	    886
             52	    862	    889
             53	    861	    889
             54	    861	    890
             55	    863	    891
             56	    864	    892
             57	    866	    892
             58	    864	    891
             59	    864	    888
             60	    863	    887
             61	    860	    888
             62	    859	    886
             63	    859	    885
             64	    860	    887
             65	    861	    888
             66	    863	    891
             67	    864	    892
             68	    865	    889
             69	    864	    891
             70	    867	    888
             71	    864	    890
             72	    865	    887
             73	    864	    886
             74	    862	    885
             75	    862	    885
             76	    862	    887
             77	    861	    887
             78	    861	    891
             79	    864	    890
             80	    867	    893
             81	    866	    891
             82	    868	    890
             83	    865	    890
             84	    865	    888
             85	    865	    886
             86	    864	    884
             87	    863	    885
             88	    861	    885
             89	    863	    886
             90	    864	    890
             91	    866	    889
             92	    865	    890
             93	    866	    892
             94	    867	    890
             95	    868	    891
             96	    870	    890
             97	    869	    889
             98	    867	    891
             99	    865	    890
            100	    865	    892
            101	    869	    891
            102	    869	    893
            103	    873	    891
            104	    874	    892
            105	    876	    888
            106	    876	    884
            107	    876	    881
            108	    875	    873
            109	    874	    869
            110	    876	    866
            111	    875	    865
            112	    874	    869
            113	    875	    872
            114	    875	    875
            115	    877	    878
            116	    878	    879
            117	    880	    879
            118	    878	    876
            119	    880	    876
            120	    878	    876
            121	    881	    875
            122	    880	    876
            123	    876	    879
            124	    873	    882
            125	    877	    886
            126	    877	    889
            127	    877	    890
            128	    877	    893
            129	    878	    892
            130	    877	    890
            131	    874	    890
            132	    873	    886
            133	    870	    888
            134	    868	    887
            135	    865	    884
            136	    864	    885
            137	    864	    887
            138	    866	    887
            139	    870	    890
            140	    869	    891
            141	    870	    890
            142	    871	    891
            143	    873	    892
            144	    871	    892
            145	    871	    894
            146	    869	    896
            147	    874	    893
            148	    875	    890
            149	    880	    879
            150	    883	    862
            151	    893	    837
            152	    906	    803
            153	    923	    767
            154	    944	    724
            155	    966	    688
            156	    991	    662
            157	   1014	    649
            158	   1033	    653
            159	   1047	    675
            160	   1055	    705
            161	   1063	    739
            162	   1066	    773
            163	   1077	    794
            164	   1081	    817
            165	   1083	    834
            166	   1073	    847
            167	   1060	    860
            168	   1045	    872
            169	   1027	    881
            170	   1008	    885
            171	    988	    889
            172	    968	    890
            173	    950	    892
            174	    935	    896
            175	    921	    898
            176	    915	    899
            177	    906	    899
            178	    894	    900
            179	    891	    903
            180	    887	    900
            181	    881	    898
            182	    879	    898
