       sample #	   MLII	     V1
              0	    962	   1063
              1	    962	   1063
              2	    962	   1063
              3	    962	   1063
              4	    962	   1063
              5	    962	   1063
              6	    962	   1063
              7	    962	   1063
              8	    966	   1063
              9	    967	   1059
             10	    965	   1059
             11	    961	   1058
             12	    963	   1058
             13	    964	   1061
             14	    968	   1061
             15	    969	   1059
             16	    969	   1058
             17	    970	   1058
             18	    972	   1063
             19	    976	   1066
             20	    979	   1065
             21	    981	   1065
             22	    983	   1056
             23	    980	   1048
             24	    983	   1047
             25	    990	   1048
             26	    994	   1053
             27	    993	   1053
             28	    996	   1053
             29	    998	   1049
             30	   1001	   1048
             31	   1009	   1052
             32	   1014	   1051
             33	   1012	   1050
             34	   1014	   1050
             35	   1016	   1049
             36	   1021	   1053
             37	   1025	   1053
             38	   1030	   1054
             39	   1033	   1049
             40	   1038	   1046
             41	   1040	   1048
             42	   1045	   1053
             43	   1050	   1058
             44	   1061	   1058
             45	   1069	   1057
             46	   1075	   1055
             47	   1078	   1050
             48	   1085	   1048
             49	   1093	   1048
             50	   1104	   1047
             51	   1110	   1045
             52	   1116	   1040
             53	   1116	   1037
             54	   1119	   1041
             55	   1128	   1042
             56	   1135	   1046
             57	   1141	   1044
             58	   1139	   1043
             59	   1139	   1043
             60	   1137	   1045
             61	   1138	   1049
             62	   1136	   1047
             63	   1134	   1048
             64	   1130	   1047
             65	   1121	   1049
             66	   1120	   1052
             67	   1117	   1055
             68	   1116	   1054
             69	   1108	   1046
             70	   1101	   1045
             71	   1095	   1041
             72	   1085	   1040
             73	   1081	   1044
             74	   1075	   1044
             75	   1066	   1047
             76	   1057	   1047
             77	   1048	   1050
             78	   1045	   1054
             79	   1041	   1058
             80	   1039	   1056
             81	   1032	   1051
             82	   1025	   1047
             83	   1016	   1044
             84	   1015	   1042
             85	   1013	   1044
             86	   1016	   1045
             87	   1010	   1045
             88	   1004	   1045
             89	    999	   1047
             90	    997	   1054
             91	    996	   1059
             92	    993	   1053
             93	    986	   1048
             94	    986	   1043
             95	    985	   1044
             96	    983	   1051
             97	    984	   1053
             98	    981	   1057
             99	    974	   1054
            100	    967	   1048
            101	    965	   1045
            102	    966	   1047
            103	    967	   1052
            104	    971	   1053
            105	    970	   1051
            106	    967	   1048
            107	    958	   1050
            108	    954	   1051
            109	    954	   1057
            110	    962	   1058
            111	    964	   1058
            112	    963	   1057
            113	    958	   1054
            114	    954	   1053
            115	    956	   1052
            116	    957	   1050
            117	    957	   1046
            118	    958	   1044
            119	    956	   1047
            120	    955	   1048
            121	    957	   1054
            122	    957	   1058
            123	    958	   1064
            124	    959	   1062
            125	    956	   1059
            126	    956	   1057
            127	    957	   1058
            128	    961	   1057
            129	    962	   1054
            130	    961	   1045
            131	    958	   1046
            132	    960	   1046
            133	    961	   1049
            134	    968	   1048
            135	    969	   1046
            136	    968	   1043
            137	    968	   1047
            138	    969	   1055
            139	    974	   1063
            140	    978	   1060
            141	    978	   1054
            142	    975	   1047
            143	    972	   1041
            144	    974	   1043
            145	    977	   1045
            146	    981	   1049
            147	    982	   1044
            148	    974	   1045
            149	    967	   1046
            150	    968	   1051
            151	    975	   1056
            152	    977	   1053
            153	    977	   1049
            154	    972	   1040
            155	    973	   1039
            156	    972	   1044
            157	    975	   1049
            158	    981	   1049
            159	    978	   1050
            160	    975	   1049
            161	    969	   1050
            162	    965	   1053
            163	    968	   1056
            164	    973	   1053
            165	    974	   1051
            166	    971	   1046
            167	    964	   1044
            168	    966	   1047
            169	    966	   1051
            170	    972	   1053
            171	    971	   1046
            172	    969	   1044
            173	    968	   1043
            174	    967	   1042
            175	    971	   1047
            176	    976	   1049
            177	    971	   1052
            178	    965	   1052
            179	    958	   1050
            180	    956	   1050
            181	    965	   1047
            182	    967	   1045
            183	    965	   1048
            184	    958	   1043
            185	    955	   1045
            186	    955	   1048
            187	    960	   1048
            188	    962	   1045
            189	    957	   1041
            190	    956	   1039
            191	    954	   1040
            192	    956	   1047
            193	    954	   1055
            194	    961	   1056
            195	    957	   1056
            196	    955	   1050
            197	    959	   1043
            198	    960	   1038
            199	    964	   1043
            200	    963	   1045
            201	    963	   1045
            202	    959	   1042
            203	    953	   1040
            204	    950	   1044
            205	    954	   1045
            206	    955	   1048
            207	    959	   1047
            208	    953	   1044
            209	    951	   1042
            210	    953	   1045
            211	    951	   1048
            212	    954	   1052
            213	    955	   1050
            214	    956	   1048
            215	    953	   1046
            216	    954	   1044
            217	    956	   1041
            218	    955	   1043
            219	    955	   1042
            220	    952	   1042
            221	    952	   1042
            222	    953	   1042
            223	    956	   1043
            224	    958	   1044
            225	    956	   1042
            226	    954	   1041
