       sample #	   MLII	     V1
              0	    960	    776
              1	    960	    776
              2	    960	    776
              3	    960	    776
              4	    960	    776
              5	    960	    776
              6	    960	    776
              7	    960	    762
              8	   1019	    749
              9	   1077	    735
             10	   1140	    721
             11	   1209	    711
             12	   1286	    709
             13	   1358	    709
             14	   1426	    716
             15	   1472	    731
             16	   1487	    751
             17	   1461	    775
             18	   1378	    795
             19	   1250	    813
             20	   1122	    820
             21	    994	    829
             22	    866	    835
             23	    738	    842
             24	    696	    850
             25	    747	    854
             26	    803	    854
             27	    840	    851
             28	    853	    848
             29	    844	    847
             30	    825	    849
             31	    806	    854
             32	    790	    857
             33	    784	    860
             34	    788	    864
             35	    787	    863
             36	    793	    871
             37	    795	    871
             38	    799	    869
             39	    797	    867
             40	    793	    865
             41	    791	    866
             42	    789	    866
             43	    787	    869
             44	    787	    868
             45	    787	    873
             46	    795	    873
             47	    797	    877
             48	    800	    873
             49	    804	    872
             50	    809	    872
             51	    806	    870
             52	    804	    866
             53	    803	    865
             54	    802	    868
             55	    802	    869
             56	    801	    872
             57	    802	    876
             58	    809	    879
             59	    808	    877
             60	    814	    878
             61	    817	    878
             62	    817	    876
             63	    819	    874
             64	    820	    878
             65	    822	    872
             66	    824	    873
             67	    824	    873
             68	    828	    878
             69	    832	    880
             70	    837	    886
             71	    840	    888
             72	    845	    888
             73	    847	    886
             74	    845	    883
             75	    851	    882
             76	    856	    882
             77	    858	    884
             78	    860	    885
             79	    862	    890
             80	    869	    893
             81	    877	    896
             82	    885	    897
             83	    893	    899
             84	    902	    900
             85	    909	    899
             86	    913	    898
             87	    921	    896
             88	    921	    896
             89	    926	    894
             90	    927	    895
             91	    930	    896
             92	    930	    899
             93	    935	    901
             94	    939	    904
             95	    945	    909
             96	    953	    909
             97	    956	    906
             98	    957	    905
             99	    956	    899
            100	    954	    896
            101	    949	    894
            102	    946	    896
            103	    941	    899
            104	    936	    899
            105	    928	    899
            106	    925	    898
            107	    918	    895
            108	    911	    895
            109	    903	    892
            110	    892	    888
            111	    884	    884
            112	    876	    882
            113	    864	    876
            114	    857	    877
            115	    845	    882
            116	    835	    879
            117	    826	    879
            118	    820	    879
            119	    814	    878
            120	    812	    884
            121	    806	    885
            122	    800	    888
            123	    800	    882
            124	    795	    876
            125	    790	    866
            126	    783	    862
            127	    773	    860
            128	    772	    866
            129	    772	    869
            130	    775	    879
            131	    779	    880
            132	    781	    877
            133	    781	    874
            134	    778	    872
            135	    776	    871
            136	    775	    868
            137	    772	    869
            138	    771	    869
            139	    769	    877
            140	    770	    875
            141	    768	    875
            142	    772	    875
            143	    772	    876
            144	    777	    874
            145	    776	    877
            146	    776	    878
            147	    777	    877
